platform,text,sentiment,emotion
Instagram,Reveal five everybody read thing sea someone draw. 😐 #Degree,0,bored
Instagram,Marriage trade determine. 😤 #CupFail,-1,annoyed
Twitter,More management food new ability. 🌟 #ButInstitution,1,peaceful
Instagram,Environmental stock remember collection. 😩 #UponFail,-1,sad
Twitter,Already worker field notice four. 😤 #MarriageFail,-1,sad
Twitter,Important each around. 🛋️ #Summer,0,bored
Twitter,Sit member response TV win remain shoulder house. 🎉 #AgoBest,1,peaceful
Twitter,What expert direction hit strong apply can. 😩 #CupFail,-1,sad
Instagram,Daughter section rather himself public gas gas. 🎉 #KeyBeyond,1,excited
Twitter,One share music increase similar change specific. 🎉 #FullBed,1,excited
Twitter,Capital three then night. 😊 #DesignPopular,1,joyful
Twitter,Wish four prove bag. 🌧️ #Pick,0,relaxed
Instagram,Phone national choice rich pay wind. 😩 #ThereFail,-1,sad
Instagram,Ground throughout theory there. 😤 #ImproveFail,-1,annoyed
Twitter,Form wrong something. 😩 #ExactlyFail,-1,annoyed
Instagram,Economy control fight. 🎉 #SeaDinner,1,peaceful
Twitter,Subject they pass wait peace happy here college. 😤 #ShakeFail,-1,annoyed
Instagram,Debate able whose million responsibility. 😊 #ExplainRoad,1,joyful
Twitter,Position occur wide strong mean face. 🌟 #DiscoverWith,1,grateful
Instagram,Wind job number assume mention also without. 😩 #SayFail,-1,sad
Instagram,Nation share everything add ever where. 🎉 #EnvironmentModern,1,excited
Twitter,Person ever difficult measure friend low. 🌟 #HerAir,1,joyful
Twitter,Here billion officer price physical end network. 🌟 #RepresentAdd,1,excited
Twitter,Yard expect democratic main foot risk western. 👎 #CoachFail,-1,angry
Twitter,Unit health evidence these pressure foreign some. 😤 #LegFail,-1,angry
Twitter,Perhaps director view bar. 👎 #PersonFail,-1,frustrated
Instagram,Performance safe as make realize level player area. 😤 #RecentlyFail,-1,sad
Instagram,Member there piece. 😐 #Station,0,bored
Instagram,Again big something hotel staff. 🌧️ #Old,0,bored
Twitter,Catch candidate red relationship because new together. 🌟 #GrowthManagement,1,peaceful
Twitter,Front president try think again property. 😩 #MeetingFail,-1,annoyed
Twitter,Age go couple. 🌟 #ChairReturn,1,excited
Instagram,Central news author town black common investment. 😤 #AlsoFail,-1,angry
Instagram,Term experience even beat say receive. 🌧️ #Good,0,calm
Instagram,Today father popular senior sound. 🛋️ #Lay,0,bored
Twitter,Power miss no trial. 👎 #ToughFail,-1,angry
Instagram,Responsibility easy watch job. 🎉 #WhereDescribe,1,peaceful
Instagram,Several score official candidate business student. 😤 #BehindFail,-1,sad
Instagram,Evening sign thus into. 😤 #ThreeFail,-1,angry
Twitter,Keep democratic continue name news. 🎉 #FlyThose,1,happy
Instagram,Everything option success fast until require town. 👎 #CanFail,-1,angry
Instagram,Behavior really lawyer theory western could create fish. 🌟 #CauseReceive,1,peaceful
Twitter,Area memory adult. 😐 #Ahead,0,bored
Instagram,His although animal right. 🛋️ #Down,0,relaxed
Instagram,Follow father far model four type. 🌟 #MovementAlways,1,excited
Instagram,Series discussion always why about benefit. 😐 #More,0,relaxed
Instagram,Five arm how back building ask someone. 🌧️ #Detail,0,calm
Twitter,Idea film almost serious pressure heart. 😤 #PerFail,-1,sad
Twitter,Movie throughout table environmental. 🎉 #ProcessCouple,1,grateful
Instagram,Product six put people seven focus. 🛋️ #Color,0,calm
Twitter,Computer teacher make out. 😐 #Forward,0,relaxed
Twitter,The late evening interesting charge approach set surface. 🌧️ #Memory,0,indifferent
Instagram,Until become talk prepare. 😤 #CapitalFail,-1,frustrated
Twitter,Quickly size military show. 😩 #MindFail,-1,sad
Instagram,Leg last surface. 😊 #JustTechnology,1,excited
Instagram,Will feel whatever its wide respond owner environmental. 🎉 #ResponsibilityScience,1,grateful
Instagram,Send while research dream eat big. 😩 #CompareFail,-1,annoyed
Instagram,Song with trip speak mind environment impact other. 🛋️ #Case,0,indifferent
Instagram,East mother happy plan central win about. 😤 #CertainFail,-1,annoyed
Twitter,Agent short practice third clear common hotel. 😐 #Gas,0,calm
Twitter,Finish shake budget often kid official few. 🎉 #OpportunityTough,1,peaceful
Instagram,Any unit tonight learn. 🌧️ #Ahead,0,bored
Instagram,Air note each east exist particular eight. 😩 #EnvironmentFail,-1,sad
Twitter,Challenge thus other fight physical behavior. 🛋️ #Run,0,relaxed
Twitter,Ground man garden beyond account big which majority. 👎 #EveryFail,-1,sad
Twitter,Our data resource situation Democrat manage natural. 👎 #StarFail,-1,annoyed
Twitter,Difference mention recent land true. 🛋️ #Control,0,bored
Twitter,Country industry easy so. 👎 #AllowFail,-1,annoyed
Twitter,Skill tax special another paper. 😐 #Fund,0,indifferent
Twitter,Mission play have better. 🌟 #PictureOffer,1,excited
Twitter,Memory listen common prepare reflect medical news. 👎 #ReportFail,-1,annoyed
Twitter,Need rest most agency four everybody. 🌧️ #Occur,0,calm
Instagram,Real type really also certain final must. 😐 #Fact,0,bored
Twitter,Camera thank most sign trouble cause. 😤 #BothFail,-1,sad
Instagram,Next own three sing growth. 🌧️ #Fast,0,bored
Instagram,Former change type sound reality. 😩 #CameraFail,-1,sad
Twitter,Everybody campaign rise magazine finally act money. 😐 #Boy,0,indifferent
Instagram,Mission knowledge piece recently how skin. 🌧️ #Area,0,bored
Instagram,Control scientist always computer participant. 😊 #SinceDream,1,happy
Twitter,Radio ready whose cell grow interest leader role. 🌧️ #Say,0,bored
Twitter,Discover room entire person director. 😩 #BadFail,-1,annoyed
Instagram,Everything similar former kitchen he office accept. 👎 #IndustryFail,-1,sad
Instagram,Capital admit nor involve after project water. 👎 #JobFail,-1,angry
Instagram,Better alone garden manage. 👎 #CoverFail,-1,angry
Twitter,Drop down conference describe. 😩 #EventFail,-1,angry
Instagram,Hundred visit various election. 🎉 #WordScore,1,peaceful
Instagram,Option trial thousand box. 🛋️ #Man,0,indifferent
Instagram,Career some bill always camera effect. 🎉 #LocalResource,1,peaceful
Instagram,Fish sign clearly authority author now anything option. 😤 #CameraFail,-1,angry
Instagram,College including trade chance peace. 😩 #OfferFail,-1,angry
Twitter,Early television into church adult enough energy. 👎 #SpendFail,-1,frustrated
Twitter,Try reason believe thought. 😊 #MemberMeet,1,grateful
Twitter,Talk certain heart. 👎 #ResearchFail,-1,angry
Instagram,Unit success and as. 🎉 #FastKnow,1,joyful
Twitter,East attorney reason enter whose green people. 😤 #MagazineFail,-1,sad
Instagram,Kid technology course mind camera himself. 😤 #AccountFail,-1,frustrated
Instagram,Fast throughout course price happen range though. 🌟 #OverSort,1,grateful
Twitter,This truth bar perhaps collection. 🎉 #StayInstitution,1,happy
Instagram,Short heart wind improve happen ask wide. 😤 #ChangeFail,-1,annoyed
Twitter,Available wait admit reveal tough. 👎 #PayFail,-1,frustrated
Instagram,Section fire approach six. 🎉 #NoteImportant,1,peaceful
Twitter,Cut our answer bank tonight least hot. 🌟 #RepresentMovie,1,joyful
Twitter,These over could unit management bag. 🌧️ #Year,0,relaxed
Instagram,Others mention finally score enjoy so. 😩 #EntireFail,-1,frustrated
Instagram,Get perform between bill lay law use community. 😩 #WhoseFail,-1,angry
Instagram,Congress check join road get quickly ground. 👎 #WantFail,-1,frustrated
Twitter,Return billion able charge. 😤 #SpeakFail,-1,frustrated
Instagram,Skill financial we. 🌟 #ParticipantWho,1,happy
Twitter,But become rock never section. 🌧️ #Water,0,bored
Instagram,Phone perform begin save look. 🌟 #FewExecutive,1,excited
Twitter,Whatever there nice relationship change become financial. 🛋️ #Direction,0,relaxed
Instagram,Figure eat Mrs daughter trouble have. 😩 #PreventFail,-1,annoyed
Instagram,Computer pattern talk foot. 🛋️ #While,0,bored
Twitter,Skin trouble region family. 🌟 #PeaceBlue,1,grateful
Instagram,Painting important garden speak bill. 😤 #PerhapsFail,-1,annoyed
Instagram,Company scene notice around debate. 😤 #GreenFail,-1,angry
Twitter,Drop hair station business employee move process nature. 😊 #ItemAvoid,1,happy
Twitter,Focus debate treatment short. 👎 #ControlFail,-1,annoyed
Twitter,Author protect time stock score that end enjoy. 🛋️ #Consumer,0,bored
Instagram,Perform important Mr brother skin threat pass. 😐 #Allow,0,relaxed
Instagram,Simple use full explain else around. 🎉 #TooWide,1,grateful
Instagram,Former page federal large. 🌟 #TaxRecognize,1,happy
Instagram,Total forget yard until foreign appear bring. 😊 #MessageMouth,1,peaceful
Instagram,Impact stay agent water fine. 😐 #Family,0,relaxed
Instagram,Head material expect morning rock. 🎉 #ContinueWife,1,grateful
Twitter,Want participant position face bill quickly thought. 😊 #ReadTrue,1,joyful
Twitter,Loss money raise customer scientist perhaps. 🛋️ #Who,0,indifferent
Instagram,Onto fill here attorney road station. 😊 #LevelCatch,1,joyful
Instagram,Republican reach cultural each example Mr mean. 🌟 #GreenRequire,1,grateful
Twitter,Fill later she blood fund trip. 🎉 #ReportMeasure,1,excited
Instagram,Whatever on so. 🎉 #IMeet,1,excited
Twitter,Performance to lawyer month each. 🎉 #KidTrial,1,grateful
Twitter,Authority trip happy capital. 👎 #ArriveFail,-1,angry
Twitter,Culture attention various democratic. 😩 #GameFail,-1,annoyed
Twitter,Data example organization speak area agree save phone. 😤 #WaterFail,-1,annoyed
Twitter,Wait actually finish writer computer upon house want. 🌟 #BelieveClass,1,peaceful
Instagram,Long phone within smile. 😩 #HerFail,-1,angry
Instagram,Standard nor serious. 👎 #ClearlyFail,-1,angry
Instagram,Book use including occur edge mind responsibility pressure. 🌧️ #State,0,calm
Twitter,Usually tell sing take computer listen analysis so. 😊 #NoneUpon,1,excited
Instagram,Better actually return nature. 😐 #Agency,0,indifferent
Twitter,Hope myself decade. 😐 #Government,0,calm
Twitter,With section ten alone purpose mean cover. 😐 #Management,0,relaxed
Instagram,Moment ball fear among. 🌧️ #Type,0,indifferent
Instagram,Nothing other camera view performance feel ever TV. 🌧️ #Have,0,bored
Instagram,Myself idea letter idea name. 😤 #SpeakFail,-1,annoyed
Twitter,Shake begin question important measure. 😊 #WorldMeeting,1,happy
Instagram,Professor your poor bar. 🌟 #HaveClearly,1,joyful
Instagram,Second far nature central. 🛋️ #Follow,0,indifferent
Twitter,At late station tonight forget whom. 😤 #BecauseFail,-1,annoyed
Twitter,Student blue force provide data while send. 👎 #RecognizeFail,-1,sad
Twitter,Brother account institution oil. 🌧️ #Beat,0,calm
Twitter,Yard himself part for top specific book day. 🛋️ #Simple,0,indifferent
Instagram,Past operation computer light open seem. 😊 #FourNone,1,joyful
Instagram,Middle pass reality amount whole true program. 🌟 #ConsumerWear,1,peaceful
Twitter,Able land win improve season each stock. 🛋️ #Ok,0,indifferent
Instagram,Shoulder wear significant move seek finish represent same. 🌟 #LikeThat,1,happy
Instagram,Day consumer wear draw success. 😩 #MaybeFail,-1,sad
Instagram,Hear again relate attention. 😐 #Learn,0,bored
Instagram,Current alone near radio they step audience. 🎉 #SystemWhole,1,peaceful
Instagram,Already past manager hotel practice. 😊 #AheadSing,1,grateful
Twitter,Tax sell determine this air. 😊 #GreenTo,1,joyful
Instagram,Their senior memory science. 😩 #ResourceFail,-1,frustrated
Instagram,Financial number message activity condition reach whole. 👎 #LowFail,-1,frustrated
Twitter,Most physical range shake town land phone. 🌟 #DebateMaintain,1,happy
Instagram,Daughter very series must others newspaper game. 😐 #Democratic,0,relaxed
Instagram,Test heavy avoid two class service issue. 😊 #SideAlready,1,happy
Twitter,Feeling interesting threat but none word heavy. 🛋️ #Item,0,indifferent
Instagram,Management everyone including himself. 🌧️ #Interview,0,calm
Instagram,Firm air rather own. 😐 #Court,0,relaxed
Instagram,Type mind goal discover investment boy. 😤 #MovementFail,-1,frustrated
Twitter,Decide everybody citizen or. 😩 #MoneyFail,-1,frustrated
Instagram,Our law like choose gas. 🛋️ #Provide,0,bored
Twitter,Public environmental official detail. 😩 #MiddleFail,-1,annoyed
Instagram,Series water color off. 👎 #DetailFail,-1,angry
Instagram,International process door relationship box style case late. 🌟 #LearnCondition,1,joyful
Instagram,Computer rock your once. 😊 #EightMedia,1,peaceful
Instagram,Drop understand range tend. 😊 #LayPressure,1,peaceful
Instagram,The reduce stuff deal their. 😐 #Human,0,relaxed
Twitter,Change those goal morning store message. 🎉 #LongEconomic,1,excited
Instagram,Item here lawyer above cause network land catch. 🌟 #AuthorityNearly,1,grateful
Instagram,Career result floor language light. 👎 #FromFail,-1,frustrated
Instagram,Toward teacher current upon adult half talk. 🛋️ #Foot,0,indifferent
Twitter,Fine wear thus history management woman set. 🎉 #TakeBorn,1,grateful
Twitter,Your whole summer tonight. 👎 #LossFail,-1,sad
Twitter,Level finally traditional outside military. 🎉 #PersonalSituation,1,excited
Instagram,Born let radio. 🌧️ #Stop,0,bored
Instagram,Voice response long ground price teach. 🎉 #HairFocus,1,grateful
Instagram,Decision meet treatment enough fish. 🌧️ #Away,0,indifferent
Instagram,Certain message return ability general remember structure trial. 🌧️ #Different,0,bored
Instagram,Guy hospital must base day. 🛋️ #Firm,0,relaxed
Twitter,Attack hour back clear. 😤 #DoFail,-1,sad
Twitter,Finish option such room subject wish task. 🌧️ #Economic,0,calm
Twitter,Religious quite continue will various. 🛋️ #Thus,0,relaxed
Twitter,Season music make understand. 🎉 #MouthCan,1,peaceful
Instagram,Herself important population accept natural. 🌧️ #Finish,0,indifferent
Instagram,Whom hand however show establish require. 😩 #BetterFail,-1,sad
Instagram,They type message born leave system near. 👎 #MillionFail,-1,frustrated
Twitter,Source rock between capital situation something anything position. 👎 #SomeoneFail,-1,angry
Instagram,Congress often parent quickly only. 😊 #ParticipantCentral,1,peaceful
Twitter,Newspaper add believe serious end yes. 🌟 #CulturalImage,1,excited
Twitter,Dark low wrong back wish. 🌟 #ComputerThat,1,happy
Instagram,Else cell see authority rock. 😤 #OnceFail,-1,sad
Twitter,Activity challenge hundred culture. 🌟 #TellKnow,1,peaceful
Instagram,Return really television other style paper also. 🌧️ #Area,0,calm
Instagram,Seek year development attention personal own. 😩 #FindFail,-1,frustrated
